-9.450000000000000067e-02,-1.913999999999999729e-02,7.718999999999999473e-02,-8.359500000000000264e-02,7.136700000000000266e-01
-7.262831046510858507e-03,-3.803774628731040192e-02,-3.772191847359936817e-02,-4.457739935490792615e-02,7.210160952360570308e-01
4.491744038391126681e-02,-1.946038745878543239e-02,-1.260640410784236165e-01,-8.171396361597801916e-02,6.525568070470730841e-01
6.447392428388032393e-02,-6.586170739044650696e-03,-1.004571489481623225e-01,-6.688994501745448851e-02,6.439188546337581975e-01
6.876504465353225348e-02,-3.944909488232676426e-03,-1.010407446105694995e-01,-6.871031484158007796e-02,8.006978523721778318e-01
-9.219791324853862657e-02,-1.994897437889681796e-02,7.418374158686072417e-02,-8.251235326455272356e-02,6.466168694992808774e-01
-9.413732824006852684e-02,-6.469790770993780193e-02,7.760079566755836988e-02,1.049149724286847004e-04,7.445221665671513112e-01
6.402016654550274355e-02,-4.861026261360309325e-03,-1.001354921940756648e-01,-6.866208128438376634e-02,7.238647320982303235e-01
-1.148567344379358285e-01,-5.002087937977814022e-03,5.334101268196390910e-02,-6.853555516401554915e-02,7.593821378197054273e-01
-9.453609495511393346e-02,-1.817385077261950838e-02,7.806388642008350864e-02,-8.493273437711466867e-02,7.895038079014461418e-01
6.903975712867110870e-02,-7.933266727474212743e-02,-1.015505133420506190e-01,-1.481206034257459558e-02,7.906940900738586020e-01
-1.098135114049286765e-01,-9.783990984275861558e-03,5.515439035367883380e-02,-6.477233752754948948e-02,6.570888070471223585e-01
6.614545572192828682e-02,-5.121639028989710685e-03,-1.004695686963315293e-01,-6.776658904353224933e-02,7.402513164358925923e-01
6.671905143293702101e-02,-5.904563862031935242e-03,-9.946101196219840623e-02,-6.756586444436780969e-02,6.408533145112182972e-01
6.551643220506925269e-02,-5.969656070921372341e-03,-9.786961229306889720e-02,-6.707682398504855037e-02,7.210187807956820460e-01
6.884182856972835551e-02,-7.912419162166353659e-02,-1.017718569065943768e-01,-1.455396394964816181e-02,7.824097196305048740e-01
4.733501272036586688e-02,-6.492202685398437700e-02,-1.250745127690359726e-01,-7.706098236653645449e-04,6.507848158541735817e-01
6.769772317801299455e-02,-7.800814581887577370e-02,-9.841850510963173759e-02,-1.512512669581080570e-02,7.988758279800265427e-01
-1.161708478273357353e-01,-4.927981403927165702e-03,5.394277910703869361e-02,-6.835316705083470390e-02,7.513866311930181840e-01
-1.136590850538360120e-01,-7.812539129741970234e-02,5.314093952606573079e-02,-1.585811492802818162e-02,7.667190634972519403e-01
