-9.450000000000000067e-02,-1.913999999999999729e-02,7.718999999999999473e-02,-8.359500000000000264e-02,7.136700000000000266e-01
-7.949168239372210801e-03,-4.247951963410846049e-02,-3.785235714923293471e-02,-4.687002021813762437e-02,7.189760039359345267e-01
6.106710877780430202e-02,-1.598075118153980886e-02,-1.016843707059294222e-01,-7.734361595014943580e-02,6.541219889450022862e-01
-9.980749356443266440e-02,-1.526483110904792301e-02,6.966997589437844141e-02,-8.127700548442390316e-02,7.326605043208782586e-01
6.696664322302930961e-02,-2.057672764761356299e-02,-1.099964065622869303e-01,-8.495338391640207265e-02,7.954625190194579698e-01
6.469709658994948764e-02,-1.166732732797226557e-02,-1.011350232985681330e-01,-7.507750134783877649e-02,6.698321027165734520e-01
-1.061715735926160864e-01,-1.182054621527813681e-02,6.037070380982144380e-02,-7.469277655616822498e-02,6.811978226916067802e-01
6.855162491986568907e-02,-1.272443332279667855e-02,-1.053177280860476683e-01,-7.640087797480127341e-02,7.776110233873749777e-01
6.005569658277408462e-02,-7.824469883851220553e-02,-1.050085943563673352e-01,-1.595668253794797764e-02,6.843866251553415436e-01
-1.070022749669471279e-01,-7.113463067348974045e-02,6.129573272412884577e-02,-6.416357129554080274e-03,7.449566757187957577e-01
4.664083875055190231e-02,-7.884975523079265636e-02,-1.127856097838248195e-01,-1.095106679887138112e-02,6.585368576110373073e-01
6.155388681841564291e-02,-1.552178148887463707e-02,-1.049903997830444469e-01,-8.078767609565490337e-02,6.639029818711250641e-01
6.596542617828690669e-02,-1.302111443005503702e-02,-1.063046833357566695e-01,-7.611940669317819597e-02,7.556441453159423727e-01
5.842899166327056304e-02,-7.843271471869037170e-02,-1.101000325587149498e-01,-1.439014278053545384e-02,6.934520364852976293e-01
6.136043453275707993e-02,-1.361730497439984401e-02,-1.161153049833553996e-01,-7.713381206456043637e-02,7.837422863051175526e-01
6.129856055713474305e-02,-7.112951163559094736e-02,-1.073113146180502131e-01,-7.480804835085286264e-03,6.650360606057579282e-01
6.239317423358505671e-02,-9.086554102730803884e-02,-1.155779815933749011e-01,-6.273880568932343636e-04,7.857189537709556859e-01
-9.370085267102311322e-02,-7.464748731973611107e-02,7.927324453625250733e-02,-8.662680489178668786e-03,7.227743173598258908e-01
5.921663053920724062e-02,-7.671090252686514621e-02,-1.154210875989349211e-01,-1.186912866933366797e-02,7.724976186892837937e-01
-1.055577100341890950e-01,-1.268739205332852435e-02,5.778241111649208561e-02,-7.535715176695279016e-02,6.934183995669105371e-01
4.860475341672394756e-02,-7.253169832170584808e-02,-1.233966187785826285e-01,-4.074408184477525119e-03,7.437919071330904019e-01
6.556123209304444421e-02,-1.177701385534367373e-02,-1.038057313945468796e-01,-7.479429776971452393e-02,6.824511398906386583e-01
6.057391947986787151e-02,-2.109310231923849227e-02,-1.058332763451786396e-01,-8.295521923215080917e-02,7.362953642839706880e-01
6.305611773940822395e-02,-1.208010778986797276e-02,-1.011419942932693661e-01,-7.493039915789218020e-02,7.209744962708651839e-01
5.558706315292487321e-02,-7.121191045966515643e-02,-1.165615724931985675e-01,-5.528460305666048694e-03,7.792573583764490497e-01
-9.157075951482980536e-02,-7.533896207294760172e-02,7.887285078093717039e-02,-9.661084235835191991e-03,7.383286163504889643e-01
-4.686483284171194530e-02,-4.526368505852178953e-02,6.922599013729510350e-03,-4.547389655895031635e-02,7.763639410954973341e-01
-8.215017654818845827e-02,-4.515375579882892343e-02,4.123453706083829440e-02,-4.557561069385601682e-02,6.545239235408313316e-01
6.100411629066616881e-02,-7.171055631370738814e-02,-1.006796349158205761e-01,-1.134488332495597364e-02,6.427795048133739808e-01
-1.030632176699766284e-01,-7.099457676327744493e-02,7.300693738923283438e-02,-5.557348842433211880e-03,7.884826511562788021e-01
-1.118766916098076214e-01,-1.386439846058951444e-02,5.756705881208900449e-02,-7.826396228927905152e-02,7.517443635220906195e-01
4.392452354419387750e-02,-1.205475174862860946e-02,-1.245168224940427920e-01,-7.527395420018528904e-02,7.203655077902355597e-01
-1.015597125816507101e-01,-1.263348931204897121e-02,7.192592479053311338e-02,-7.400387827950058450e-02,7.247931538768270787e-01
-1.044613176979160563e-01,-1.333602121558931895e-02,6.172638020212145582e-02,-7.717653027169053825e-02,6.844601446922884413e-01
6.313651439932035925e-02,-1.194285930185762061e-02,-1.071259605096100131e-01,-7.493898961505848777e-02,7.401305812597458456e-01
4.955393810633668822e-02,-1.263463481375741784e-02,-1.170611675651677536e-01,-7.558812743454867977e-02,7.094985853967722411e-01
5.902458039486113694e-02,-7.329138034965759774e-02,-1.115524115981142705e-01,-5.356188003983239528e-03,7.444455243738269390e-01
-1.109886241153450470e-01,-3.925983048252224342e-03,6.321183718356040981e-02,-8.524631877934830959e-02,7.634688409796943631e-01
-1.004161586469174139e-01,-1.503687248134326707e-02,7.076217371894277797e-02,-8.145417490160902774e-02,7.812749310325257657e-01
5.557373810467879094e-02,-1.246615071767628868e-02,-1.157162760101487220e-01,-7.557786615209009795e-02,7.354072315856408082e-01
-1.013076994836951406e-01,-1.224861542547443435e-02,7.039237960325370191e-02,-7.495339458619193485e-02,7.042398569757224447e-01
6.159160590747429775e-02,-1.433998491881637374e-02,-1.147109401734778822e-01,-7.357041550211573799e-02,7.519378269162819706e-01
